pt_id,src,tax_family,species,species_class,cx,cy,minx,miny,maxx,maxy
1854,merged_fixed,Arecaceae,Sabal palmetto,palm,572231.3858000003,2845244.3088000007,572227.8957500001,2845240.8187500006,572234.8758500004,2845247.798850001
1855,nomatch_fixed,Arecaceae,Sabal palmetto,palm,572234.8367000002,2845239.3331000004,572231.3466500001,2845235.8430500003,572238.3267500004,2845242.8231500005
1856,merged_fixed,Arecaceae,Sabal palmetto,palm,572234.9291000003,2845266.8925000005,572231.4390500002,2845263.4024500004,572238.4191500004,2845270.3825500007
1857,merged_fixed,Arecaceae,Sabal palmetto,palm,572235.032,2845263.7993000005,572231.5419500001,2845260.3092500004,572238.5220500004,2845267.2893500007
1858,nomatch_fixed,Arecaceae,Sabal palmetto,palm,572313.6845000003,2845197.8173000007,572310.1944500002,2845194.3272500006,572317.1745500005,2845201.307350001
1859,merged_fixed,Arecaceae,Sabal palmetto,palm,572317.0169000003,2845202.2557000006,572313.5268500001,2845198.7656500004,572320.5069500004,2845205.7457500007
1860,merged_fixed,Arecaceae,Sabal palmetto,palm,572315.1272000002,2845199.9427000005,572311.6371500001,2845196.4526500003,572318.6172500004,2845203.4327500006
1861,nomatch_fixed,Arecaceae,Syagrus romanzoffiana,palm,572305.0046000002,2845191.0021000006,572301.5145500001,2845187.5120500005,572308.4946500004,2845194.4921500008
1862,nomatch_fixed,Arecaceae,Syagrus romanzoffiana,palm,572306.3855000003,2845192.9347000006,572302.8954500002,2845189.4446500004,572309.8755500005,2845196.4247500007
1863,merged_fixed,Arecaceae,Syagrus romanzoffiana,palm,572308.841,2845193.8365000007,572305.3509500001,2845190.3464500005,572312.3310500004,2845197.326550001
1864,nomatch_fixed,Arecaceae,Acoelorrhaphe wrightii,palm,572250.287,2845187.784900001,572246.7969500001,2845184.2948500006,572253.7770500004,2845191.274950001
1865,polygon,Arecaceae,Acoelorrhaphe wrightii,palm,572249.122,2845192.9462000006,572241.1244000001,2845189.1481999997,572250.6683,2845199.7211000007
1866,nomatch_fixed,Arecaceae,Acoelorrhaphe wrightii,palm,572261.384,2845188.4443000006,572257.8939500002,2845184.9542500004,572264.8740500004,2845191.9343500007
1867,nomatch_fixed,Arecaceae,Acoelorrhaphe wrightii,palm,572260.8849000003,2845184.664800001,572257.3948500002,2845181.1747500007,572264.3749500004,2845188.154850001
1868,merged_fixed,Arecaceae,Sabal palmetto,palm,572361.6489000003,2845294.8913000007,572358.1588500001,2845291.4012500006,572365.1389500004,2845298.381350001
1869,merged_fixed,Arecaceae,Sabal palmetto,palm,572364.2865000003,2845293.584800001,572360.7964500001,2845290.0947500006,572367.7765500004,2845297.074850001
1870,nomatch_fixed,Arecaceae,Sabal palmetto,palm,572365.6299000003,2845290.6856000004,572362.1398500002,2845287.1955500003,572369.1199500004,2845294.1756500006
1871,nomatch_fixed,Arecaceae,Sabal palmetto,palm,572368.5957000003,2845290.2722000005,572365.1056500002,2845286.7821500003,572372.0857500004,2845293.7622500006
1872,nomatch_fixed,Arecaceae,Sabal palmetto,palm,572369.1018000003,2845294.1466000006,572365.6117500002,2845290.6565500004,572372.5918500004,2845297.6366500007
1873,nomatch_fixed,Arecaceae,Sabal palmetto,palm,572372.2393000002,2845292.608100001,572368.7492500001,2845289.1180500006,572375.7293500004,2845296.098150001
1874,nomatch_fixed,Arecaceae,Sabal palmetto,palm,572373.6588000003,2845296.2858000007,572370.1687500002,2845292.7957500005,572377.1488500005,2845299.775850001
1875,nomatch_fixed,Arecaceae,Sabal palmetto,palm,572369.9487000003,2845298.2112000007,572366.4586500002,2845294.7211500006,572373.4387500004,2845301.701250001
1876,nomatch_fixed,Arecaceae,Sabal palmetto,palm,572372.5363000003,2845298.6994000007,572369.0462500001,2845295.2093500006,572376.0263500004,2845302.189450001
1877,nomatch_fixed,Arecaceae,Sabal palmetto,palm,572370.8674000002,2845301.6103000008,572367.3773500001,2845298.1202500006,572374.3574500004,2845305.100350001
1878,nomatch_fixed,Arecaceae,Sabal palmetto,palm,572374.4892000003,2845308.463900001,572370.9991500002,2845304.9738500006,572377.9792500004,2845311.953950001
1879,nomatch_fixed,Arecaceae,Sabal palmetto,palm,572370.6811000003,2845308.464000001,572367.1910500001,2845304.9739500005,572374.1711500004,2845311.9540500008
1880,nomatch_fixed,Arecaceae,Sabal palmetto,palm,572383.066,2845312.2038000007,572379.5759500001,2845308.7137500006,572386.5560500004,2845315.693850001
1881,nomatch_fixed,Arecaceae,Sabal palmetto,palm,572385.5538000002,2845314.9325000006,572382.0637500001,2845311.4424500004,572389.0438500004,2845318.4225500007
1882,nomatch_fixed,Arecaceae,Sabal palmetto,palm,572382.5845000002,2845317.0191000006,572379.0944500001,2845313.5290500005,572386.0745500004,2845320.5091500008
1883,nomatch_fixed,Arecaceae,Sabal palmetto,palm,572373.6921000002,2845301.915000001,572370.2020500001,2845298.4249500004,572377.1821500004,2845305.4050500006
1884,polygon,Arecaceae,Phoenix sylvestris,palm,572290.6133000003,2845082.8376000007,572289.4797,2845080.0448000003,572293.2761000004,2845084.1597000007
1885,polygon,Arecaceae,Phoenix sylvestris,palm,572279.9395000003,2845072.244,572278.3666000003,2845068.7095999997,572284.5118000004,2845075.3301
1886,nomatch_fixed,Arecaceae,Phoenix sylvestris,palm,572287.2426000002,2845064.2186000007,572283.7525500001,2845060.7285500006,572290.7326500004,2845067.708650001
1887,polygon,Arecaceae,Phoenix sylvestris,palm,572298.3177000002,2845073.5282000005,572295.1223999998,2845071.288899999,572301.0725999996,2845075.4068
1888,nomatch_fixed,Arecaceae,Sabal palmetto,palm,572325.4435000003,2845362.6836000006,572321.9534500001,2845359.1935500004,572328.9335500004,2845366.1736500007
1889,merged_fixed,Arecaceae,Sabal palmetto,palm,572326.5987000003,2845360.0768000004,572323.1086500002,2845356.5867500002,572330.0887500005,2845363.5668500005
1890,merged_fixed,Arecaceae,Sabal palmetto,palm,572328.1117000002,2845362.531600001,572324.6216500001,2845359.0415500007,572331.6017500004,2845366.021650001
1891,merged_fixed,Arecaceae,Sabal palmetto,palm,572335.5101000003,2845355.6046000007,572332.0200500002,2845352.1145500005,572339.0001500004,2845359.094650001
1892,merged_fixed,Arecaceae,Sabal palmetto,palm,572335.7161000003,2845358.5907000005,572332.2260500002,2845355.1006500004,572339.2061500004,2845362.0807500007
1893,merged_fixed,Arecaceae,Sabal palmetto,palm,572338.7657000002,2845356.9856000007,572335.2756500001,2845353.4955500006,572342.2557500004,2845360.475650001
1894,polygon,Arecaceae,Sabal palmetto,palm,572383.066,2845341.5768000004,572380.1728999997,2845338.4913999997,572384.8653999995,2845342.4378999993
1895,merged_fixed,Arecaceae,Sabal palmetto,palm,572504.9955000003,2845347.4202000005,572501.5054500002,2845343.9301500004,572508.4855500004,2845350.9102500007
1896,merged_fixed,Arecaceae,Sabal palmetto,palm,572505.4432000003,2845344.1477000006,572501.9531500002,2845340.6576500004,572508.9332500005,2845347.6377500007
1897,merged_fixed,Arecaceae,Sabal palmetto,palm,572505.4298000003,2845341.1238000006,572501.9397500001,2845337.6337500005,572508.9198500004,2845344.613850001
1898,merged_fixed,Arecaceae,Sabal palmetto,palm,572509.6726000003,2845342.2149000005,572506.1825500001,2845338.7248500003,572513.1626500004,2845345.7049500006
1899,merged_fixed,Arecaceae,Sabal palmetto,palm,572512.2657000002,2845341.647300001,572508.7756500001,2845338.1572500006,572515.7557500004,2845345.137350001
1900,merged_fixed,Arecaceae,Sabal palmetto,palm,572508.0787000003,2845345.5613000006,572504.5886500002,2845342.0712500005,572511.5687500004,2845349.051350001
1901,merged_fixed,Arecaceae,Sabal palmetto,palm,572511.6331000003,2845347.034,572508.1430500002,2845343.5439500003,572515.1231500005,2845350.5240500006
1902,merged_fixed,Arecaceae,Sabal palmetto,palm,572514.1277000003,2845344.387700001,572510.6376500002,2845340.8976500006,572517.6177500004,2845347.877750001
1903,nomatch_fixed,Arecaceae,Roystonea regia,palm,572352.5549000002,2845112.0655000005,572349.0648500001,2845108.5754500004,572356.0449500004,2845115.5555500006
1904,polygon,Arecaceae,Roystonea regia,palm,572357.3556000002,2845107.1748000006,572354.9648000002,2845104.056500001,572358.7417000001,2845108.0128000006
1905,polygon,Arecaceae,Roystonea regia,palm,572363.0978000002,2845112.6541000004,572361.9562999997,2845109.1169000007,572366.2933999998,2845113.4199
1906,nomatch_fixed,Arecaceae,Roystonea regia,palm,572358.2058000002,2845117.151000001,572354.7157500001,2845113.6609500004,572361.6958500004,2845120.6410500007
1907,nomatch_fixed,Arecaceae,Roystonea regia,palm,572363.6977000003,2845122.0534000006,572360.2076500001,2845118.5633500004,572367.1877500004,2845125.5434500007
1908,nomatch_fixed,Arecaceae,Roystonea regia,palm,572368.1834000003,2845116.8409000007,572364.6933500002,2845113.3508500005,572371.6734500005,2845120.330950001
1909,nomatch_fixed,Arecaceae,Roystonea regia,palm,572372.4343000003,2845111.9418000006,572368.9442500002,2845108.4517500005,572375.9243500005,2845115.4318500008
1910,nomatch_fixed,Arecaceae,Roystonea regia,palm,572375.8772000002,2845108.0197000005,572372.3871500001,2845104.5296500004,572379.3672500004,2845111.5097500007
1911,nomatch_fixed,Arecaceae,Roystonea regia,palm,572387.0263000003,2845105.2439000006,572383.5362500001,2845101.7538500004,572390.5163500004,2845108.7339500007
1912,nomatch_fixed,Arecaceae,Roystonea regia,palm,572382.3422000003,2845109.8856000006,572378.8521500002,2845106.3955500005,572385.8322500004,2845113.3756500008
1913,nomatch_fixed,Arecaceae,Roystonea regia,palm,572379.5321000003,2845113.6316000004,572376.0420500002,2845110.1415500003,572383.0221500004,2845117.1216500006
1914,nomatch_fixed,Arecaceae,Roystonea regia,palm,572375.6687000003,2845117.9,572372.1786500001,2845114.4099500007,572379.1587500004,2845121.390050001
1915,nomatch_fixed,Arecaceae,Roystonea regia,palm,572372.0521000003,2845122.147000001,572368.5620500002,2845118.6569500007,572375.5421500005,2845125.637050001
1916,nomatch_fixed,Arecaceae,Roystonea regia,palm,572368.0331000002,2845126.7568000006,572364.5430500001,2845123.2667500004,572371.5231500004,2845130.2468500007
1917,nomatch_fixed,Arecaceae,Roystonea regia,palm,572374.8655000003,2845131.619,572371.3754500002,2845128.1289500003,572378.3555500004,2845135.1090500006
1918,nomatch_fixed,Arecaceae,Roystonea regia,palm,572391.9085000003,2845109.6162000005,572388.4184500001,2845106.1261500004,572395.3985500004,2845113.1062500007
1919,nomatch_fixed,Arecaceae,Roystonea regia,palm,572387.8809000002,2845114.0578000005,572384.3908500001,2845110.5677500004,572391.3709500004,2845117.5478500007
1920,nomatch_fixed,Arecaceae,Roystonea regia,palm,572383.7805000002,2845118.9209000007,572380.2904500001,2845115.4308500006,572387.2705500004,2845122.410950001
1921,nomatch_fixed,Arecaceae,Roystonea regia,palm,572380.021,2845121.9673000006,572376.5309500002,2845118.4772500005,572383.5110500004,2845125.4573500007
1922,nomatch_fixed,Arecaceae,Roystonea regia,palm,572375.9445000002,2845126.2236000006,572372.4544500001,2845122.7335500005,572379.4345500004,2845129.7136500007
1923,nomatch_fixed,Arecaceae,Roystonea regia,palm,572396.5635000003,2845114.8639000007,572393.0734500001,2845111.3738500006,572400.0535500004,2845118.353950001
1924,nomatch_fixed,Arecaceae,Roystonea regia,palm,572393.0267000003,2845118.6405000007,572389.5366500001,2845115.1504500005,572396.5167500004,2845122.130550001
1925,nomatch_fixed,Arecaceae,Roystonea regia,palm,572389.5788000003,2845123.343800001,572386.0887500001,2845119.8537500007,572393.0688500004,2845126.833850001
1926,nomatch_fixed,Arecaceae,Roystonea regia,palm,572385.8742000003,2845127.2031000005,572382.3841500002,2845123.7130500004,572389.3642500004,2845130.6931500006
1927,nomatch_fixed,Arecaceae,Roystonea regia,palm,572382.2391000002,2845131.9187000007,572378.7490500001,2845128.4286500006,572385.7291500004,2845135.408750001
1928,nomatch_fixed,Arecaceae,Roystonea regia,palm,572401.7318000003,2845119.6325000008,572398.2417500002,2845116.1424500006,572405.2218500004,2845123.122550001
1929,nomatch_fixed,Arecaceae,Roystonea regia,palm,572397.9455000003,2845122.7466000007,572394.4554500001,2845119.2565500005,572401.4355500004,2845126.236650001
1930,nomatch_fixed,Arecaceae,Roystonea regia,palm,572392.8547000003,2845127.3317000004,572389.3646500001,2845123.8416500003,572396.3447500004,2845130.8217500006
1931,nomatch_fixed,Arecaceae,Roystonea regia,palm,572389.1931000003,2845130.8996000006,572385.7030500001,2845127.4095500004,572392.6831500004,2845134.3896500007
1932,nomatch_fixed,Arecaceae,Roystonea regia,palm,572385.5325000003,2845134.102300001,572382.0424500002,2845130.6122500007,572389.0225500005,2845137.592350001
1933,nomatch_fixed,Arecaceae,Roystonea regia,palm,572382.5842000003,2845139.7006000006,572379.0941500001,2845136.2105500004,572386.0742500004,2845143.1906500007
1934,nomatch_fixed,Arecaceae,Roystonea regia,palm,572378.7322000003,2845134.8423000006,572375.2421500002,2845131.3522500005,572382.2222500005,2845138.3323500007
1935,nomatch_fixed,Arecaceae,Roystonea regia,palm,572407.5217000003,2845124.6857000007,572404.0316500001,2845121.1956500006,572411.0117500004,2845128.175750001
1936,nomatch_fixed,Arecaceae,Roystonea regia,palm,572402.9586000002,2845127.9933000007,572399.4685500001,2845124.5032500005,572406.4486500004,2845131.483350001
1937,nomatch_fixed,Arecaceae,Roystonea regia,palm,572398.8428000002,2845132.2344000004,572395.3527500001,2845128.7443500003,572402.3328500004,2845135.7244500006
1938,nomatch_fixed,Arecaceae,Roystonea regia,palm,572395.4482000002,2845136.5788000007,572391.9581500001,2845133.0887500006,572398.9382500004,2845140.068850001
1939,polygon,Arecaceae,Roystonea regia,palm,572391.9292000002,2845139.8458000007,572391.3617000002,2845138.3192,572393.7094999999,2845141.006
1940,polygon,Arecaceae,Roystonea regia,palm,572387.6191000002,2845143.7812000006,572387.5544999996,2845142.2391,572391.1599000003,2845146.1905000005
1941,polygon,Arecaceae,Roystonea regia,palm,572397.7238000003,2845145.036800001,572394.4029000001,2845141.915,572398.9024999999,2845146.0467000008
1942,nomatch_fixed,Arecaceae,Roystonea regia,palm,572400.4063000003,2845142.0469000004,572396.9162500001,2845138.5568500003,572403.8963500004,2845145.5369500006
1943,nomatch_fixed,Arecaceae,Roystonea regia,palm,572404.6099000003,2845137.7089000004,572401.1198500001,2845134.2188500003,572408.0999500004,2845141.1989500006
1944,nomatch_fixed,Arecaceae,Roystonea regia,palm,572408.7253000003,2845133.375,572405.2352500001,2845129.8849500003,572412.2153500004,2845136.8650500006
1945,merged_fixed,Arecaceae,Roystonea regia,palm,572368.6702000003,2845095.946,572365.1801500001,2845092.4559500003,572372.1602500004,2845099.4360500006
1946,nomatch_fixed,Arecaceae,Roystonea regia,palm,572371.3222000003,2845092.3024000004,572367.8321500001,2845088.8123500003,572374.8122500004,2845095.7924500005
1947,nomatch_fixed,Arecaceae,Roystonea regia,palm,572372.9428000003,2845100.3824000005,572369.4527500002,2845096.8923500003,572376.4328500004,2845103.8724500006
1948,nomatch_fixed,Arecaceae,Roystonea regia,palm,572375.8432000002,2845096.9623000007,572372.3531500001,2845093.4722500006,572379.3332500004,2845100.452350001
1949,nomatch_fixed,Rauvolfioideae,Plumeria frangipani,other,572231.7068000003,2845229.3816000004,572228.2167500001,2845225.8915500003,572235.1968500004,2845232.8716500006
1950,nomatch_fixed,Arecaceae,Sabal palmetto,palm,572233.559,2845236.8853000007,572230.0689500001,2845233.3952500005,572237.0490500004,2845240.375350001
1951,merged_fixed,Arecaceae,Sabal palmetto,palm,572083.5116000003,2844337.4845000007,572080.0215500002,2844333.9944500006,572087.0016500005,2844340.974550001
1952,nomatch_fixed,Arecaceae,Sabal palmetto,palm,572096.0846000003,2844339.2696000007,572092.5945500002,2844335.7795500006,572099.5746500004,2844342.759650001
1953,nomatch_fixed,Arecaceae,Sabal palmetto,palm,572101.5281000002,2844339.0263000005,572098.0380500001,2844335.5362500004,572105.0181500004,2844342.5163500006
1954,merged_fixed,Arecaceae,Cocos nucifera,palm,572146.0909000003,2844388.6011000006,572142.6008500002,2844385.1110500004,572149.5809500004,2844392.0911500007
1955,nomatch_fixed,Arecaceae,Sabal palmetto,palm,571959.0908000002,2844041.0874000005,571955.6007500001,2844037.5973500004,571962.5808500004,2844044.5774500007
1956,nomatch_fixed,Arecaceae,Veitchia montgomeryana,palm,572290.3548000003,2845287.768000001,572286.8647500002,2845284.2779500005,572293.8448500005,2845291.2580500008
1957,nomatch_fixed,Pinaceae,Pinus elliottii,pine,572344.8651000003,2845355.0595000004,572341.3750500001,2845351.5694500003,572348.3551500004,2845358.5495500006
1958,nomatch_fixed,Pinaceae,Pinus elliottii,pine,572350.4828000002,2845351.6888000006,572346.9927500001,2845348.1987500004,572353.9728500004,2845355.1788500007
1959,merged_fixed,Pinaceae,Pinus elliottii,pine,572353.8535000003,2845350.083700001,572350.3634500002,2845346.5936500006,572357.3435500005,2845353.573750001
1960,merged_fixed,Pinaceae,Pinus elliottii,pine,572362.3605000003,2845346.8736000005,572358.8704500002,2845343.3835500004,572365.8505500004,2845350.3636500007
1961,polygon,Pinaceae,Pinus elliottii,pine,572371.3489000002,2845344.1449000007,572368.0845999997,2845340.9339000005,572372.9562999997,2845344.3455999997
1962,nomatch_fixed,Fagaceae,Quercus virginiana,other,572277.5064000003,2845210.557100001,572274.0163500002,2845207.0670500007,572280.9964500004,2845214.047150001
